Sl.no.,company_name,financial_health_revenue_growth,financial_health_profit_margins,financial_health_cash_flow,financial_health_debt_levels,financial_health_liquidity,market_position_market_share,market_position_competitive_advantage,market_position_brand_recognition,operational_efficiency_productivity,operational_efficiency_supply_chain_efficiency,operational_efficiency_cost_management,management_leadership_experience,management_leadership_vision_strategy,management_leadership_corporate_governance,customer_metrics_customer_satisfaction,customer_metrics_customer_retention,customer_metrics_market_reach,innovation_growth_RnD_investment,innovation_growth_product_pipeline,innovation_growth_scalability,human_resources_employee_satisfaction,human_resources_talent_acquisition,human_resources_training_development,risk_management_operational_risks,risk_management_compliance,risk_management_insurance,sustainability_social_environmental_impact,sustainability_social_social_responsibility,sustainability_social_ethical_practices,technology_digitalization_IT_infrastructure,technology_digitalization_digital_presence,technology_digitalization_cybersecurity,target
171,Global Holdings Inc.,7.098079257,2.560362358,6.552342265,4.425609641,7.17694477,6.803493436,6.896563431,3.137307011,2.592072557,4.266845564,4.829550933,8.657674816,1.475433045,4.110643333,5.347127016,7.927950766,8.344301521,9.524535552,3.438183009,5.097865691,5.670005785,9.179986963,8.589991194,4.03035102,4.285461498,1.646267909,5.789078742,2.476359524,7.9675435,5.486903905,2.523228377,6.547206912,52.51814995
172,Elite Ventures Co.,1.14929046,9.070888822,9.830675602,8.901768884,1.626770333,4.556178169,3.342129382,1.44652936,9.886025427,8.913516005,6.088743458,3.575215382,6.632570755,8.269321321,8.981483855,6.052202418,8.223046733,2.223394726,8.698673459,7.282669046,2.259270795,2.935203124,7.462055891,2.300281269,8.914755792,1.848483801,4.90813027,1.233649165,1.27380083,8.880880489,1.97699822,7.165269543,82.66699622
173,Innovative Industries Co.,5.608837525,1.722103711,6.686321743,8.812510211,2.573932935,7.41886195,2.435430363,7.521384582,4.996932012,7.528344402,1.189082413,6.764025466,1.490583497,3.217134225,4.405128235,8.945528416,5.377524653,5.478845991,1.286963157,4.491569518,5.618273514,2.841342529,9.492703036,3.096749909,1.353192184,6.245824251,4.486000788,1.809870007,7.056553602,1.977068302,7.743613245,2.779908649,92.57131972
174,Elite Ventures Inc. Ltd.,3.038461977,5.720602506,3.33823223,8.253328601,8.70163533,2.792937474,2.444163528,2.004337,5.786845899,2.013314199,1.309881777,3.827458575,8.527957636,1.56928068,7.747531721,5.750308975,3.68605595,2.927586275,1.684899901,2.439219205,3.181769325,2.633571655,7.241202154,9.149405297,9.8918438,1.464959582,8.575225913,3.578926587,8.347579537,8.125596037,3.746424975,8.374115338,97.12289193
175,Innovative Systems LLP,6.806555114,4.693571443,6.706051328,8.110273927,3.044616013,9.011935024,1.634427511,6.4748755,8.862566759,4.67000231,5.012429948,9.621739598,5.607447676,2.185385817,1.871368579,5.658668456,6.742834532,1.540658515,3.465233836,4.583345442,2.658982141,1.125835417,9.46361235,1.3320396,6.979378698,4.032341875,2.974312586,9.750338216,9.39041055,2.536790959,9.563494953,9.199766184,99.86603058
176,Tech Group Inc. Ltd.,2.569297861,9.841407552,5.859868417,3.742112252,8.533370127,3.586686368,2.670820344,3.529447752,9.960120104,8.977423258,8.349897189,1.300812152,5.743068621,8.728704717,5.284510319,6.200893733,3.593369222,3.929530043,2.798856772,6.219710382,1.583507969,7.946249216,5.990613001,2.978206408,7.130239292,7.778797317,7.607965056,6.026645378,8.886669764,1.330371845,7.428861735,8.317782677,64.10893228
177,Dynamic Consulting Co.,7.218439643,2.00835012,8.018608556,1.728273547,3.513484796,4.31007389,6.977974465,2.561464453,6.244430044,1.424770315,8.967149908,6.218135594,6.054350569,6.704049563,9.925175264,7.743838196,3.124071373,2.293188627,3.086736525,9.532479537,7.863873029,8.875310781,6.4019675,3.78612417,1.341980536,3.649133499,7.817340923,4.359355588,3.874457052,2.670171425,3.940804425,3.745982712,78.76850324
178,Supreme Solutions Ltd.,4.480618117,4.580700391,1.962825749,4.626821609,6.785937191,1.522827569,8.935215507,4.417763706,8.312264389,9.652749577,1.780359108,2.498531923,2.537323357,3.27881047,7.933940225,9.682214309,7.574631886,7.389397661,8.181488703,1.618758569,4.846977288,6.527464324,9.792739492,6.551956648,6.449763474,7.869772695,4.772800065,8.998444852,6.277277272,7.88538871,3.60588473,6.279787112,72.53589928
179,NextGen Works Corp.,9.430569899,9.725233899,7.849251123,2.561720635,7.247355162,2.003609911,8.32713117,8.213011986,3.942469219,7.112463115,5.845267919,7.409981847,2.779212728,5.997662428,2.894756396,1.662070188,1.362927157,5.803528723,6.068139345,5.566546845,6.63979315,2.693799835,6.779162322,5.806915211,5.363002541,7.709203344,3.675705393,5.078226983,1.695641438,4.64613466,5.713285476,9.233336343,78.19087403
180,Tech Holdings Corp.,2.237688497,8.789564133,5.871399208,7.2545598,5.613892778,5.642757124,7.166208789,4.528842192,3.751695617,6.682383799,9.219067177,2.583012551,3.869355906,5.748216602,5.512973263,1.480911422,1.852916239,2.294510239,1.051935952,3.960278004,7.54834009,3.567501972,1.27707912,2.964425346,1.952010162,3.212444194,5.234873374,3.837147656,3.320830032,8.852684652,1.712302015,3.885982536,57.87264786
181,Modern Ventures AG,4.069597159,8.353648639,9.666928035,4.114897539,3.74779609,3.408334091,1.993886771,7.756926843,4.624333489,3.435033308,4.49175479,3.118449357,6.341467742,6.898923806,3.102622873,9.437953037,1.061093566,1.083174296,4.863904891,5.574805248,7.113849988,5.283340276,7.51422499,2.478169605,3.501298097,7.559399621,1.838925333,9.470975759,1.848001409,5.722367871,2.059088614,8.3802504,92.80747863
182,Pioneer Enterprises Ltd.,2.021261691,3.321125443,4.076849494,9.780491808,2.913799387,8.519322032,3.602687017,2.129376671,7.052565364,3.239126099,8.466092483,5.449337299,2.891059983,3.09868799,4.686048345,5.76888063,2.376488678,8.273413441,4.670964342,1.215779026,5.234506472,9.589113565,9.149218229,3.131182311,9.012830106,7.729989744,1.41337029,8.645658996,3.836685611,1.200253167,2.582720932,1.085276181,95.47844717
183,Elite Enterprises PLC,9.322242565,2.537988287,6.693597038,6.768748696,1.298704191,1.132240498,3.788261878,7.954942777,7.139725203,9.478523975,2.20326089,9.23351455,2.046985544,8.779626885,8.020756214,6.534127131,1.620910078,2.585749655,2.025507425,3.817228192,4.491086761,3.226162346,8.160222248,5.52276664,5.949895743,4.577085331,2.004428795,8.593015379,8.876684921,7.450422486,7.97251234,1.032820325,72.48308316
184,Dynamic Consulting Corp.,8.89605418,7.017788979,9.38825295,8.402325073,3.735517611,4.411846438,3.249612518,3.132399924,3.837154912,3.684452088,9.418550407,2.905429349,9.731051978,3.784317059,7.941023338,5.341812414,9.96222131,6.45594978,7.085276097,8.378813328,4.383639187,7.584813135,6.254499454,3.440600071,4.720749177,2.893784354,2.684305283,5.610562687,4.124501557,1.992096178,5.624716233,7.837404943,64.02149308
185,Tech Industries Inc.,3.321474649,9.364383902,1.922587552,2.192722055,6.878465115,4.036109921,5.635050937,7.096538169,2.198889317,7.97954767,7.762809858,2.29816019,1.197836333,7.247184886,3.052903401,1.842917073,3.59928973,4.032297218,7.318874695,5.985475605,6.760439172,4.95503401,7.041731618,9.528422514,1.654139403,5.691437262,5.537591383,8.104945589,6.057082927,8.104416701,1.095104105,7.853028239,57.04167138
186,Prime Ventures LLP,6.939856414,6.010866037,9.435056385,8.75813034,9.444743366,1.173948678,5.819984334,6.092033994,6.691566308,4.538096184,9.472009535,7.830791487,8.224276648,1.145121817,9.300009863,7.912804406,2.343412114,6.269373445,7.488038971,5.055242435,5.453149194,3.680626135,9.911726103,5.174786993,7.427093747,9.292578292,8.642229725,2.614180233,4.900427633,2.512922948,7.061648747,8.100794691,84.18824124
187,Elite Group Corp.,8.354999802,6.144514205,7.190971501,9.304814715,8.84084034,2.119315591,4.211973777,9.362302455,2.15493276,2.253286637,7.089555102,5.505575791,8.092316346,4.353914169,6.333113645,7.725021806,3.168966322,3.840882643,7.55623851,3.569725645,8.642190232,5.103243433,1.815958797,1.529164149,7.325657411,6.756550592,3.120780988,6.159006618,5.130248719,4.109017472,4.813211608,9.370241541,65.61159198
188,Modern Ventures Pvt. Ltd.,5.996807304,3.519811843,1.610533532,5.383557269,7.894582989,4.722784074,4.184102429,4.485902662,6.206432574,1.096437679,4.270635388,9.206066011,3.674927025,4.165388362,4.419318619,3.805329893,9.425130144,1.782456046,1.000475442,3.682382705,8.872317859,1.640860458,7.005203458,7.563397653,6.526392463,2.556302479,9.416458097,9.854613306,9.726148467,7.851442867,5.597671285,2.061156806,95.4769285
189,Prime Group Inc.,5.766855205,7.925436399,3.708672103,6.45627644,8.096026089,5.43578126,8.457000381,1.5954867,7.240799153,5.898316033,9.443630553,2.319531014,2.220639544,5.891359857,5.517420227,3.756153207,5.681442007,3.006550077,9.585287235,4.447912902,2.535043402,8.188186338,3.550579251,3.959607594,5.592363816,7.144812323,9.59417118,3.618625875,3.665390214,9.588082217,2.927046191,3.087864865,83.55062374
190,Dynamic Enterprises LLC,3.176670618,2.683393737,7.373548798,7.883288208,6.984864131,4.638607725,8.103635635,1.17239937,7.305503468,9.782009367,3.480100987,6.813351037,2.31065782,1.654626356,6.445641281,8.540572428,4.283362867,2.692527098,8.327878903,8.52013639,2.226102864,3.189717352,6.760813569,6.881400389,4.90405962,4.844827246,9.630141444,8.149170963,6.645920226,4.342905556,5.966040056,9.133524283,82.28426626
191,Modern Systems Inc.,1.83792491,3.913113128,1.606155413,2.573547645,3.342581718,5.778439106,3.770162485,8.441727049,7.781248996,4.322225744,3.989552699,3.095912315,7.276884555,8.111182364,6.039014787,1.65121532,8.860523121,4.852174172,9.135835269,9.704918861,6.673608334,7.528709109,6.468612183,3.516349335,6.339439837,6.323759176,8.538064612,5.414305665,4.780564026,8.464601982,9.812379158,2.59512578,77.97010579
192,Elite Services Pvt. Ltd.,9.074941822,4.828927948,6.239534142,5.523094688,9.164755276,6.356185074,9.224095995,5.722620739,8.855734794,4.214731006,7.307275762,2.410843858,6.78525932,2.960027216,5.37764532,8.929946335,4.554912435,6.924554051,1.140789658,4.947898432,3.711031733,1.615135343,2.381111489,6.136693676,3.100559066,7.606576315,4.274425367,1.358251149,1.550315629,2.717130389,1.661002219,7.140063408,52.28881697
193,Elite Services Inc. Ltd.,9.103762514,5.568493408,4.112947513,4.58796725,7.036590807,1.08931439,9.575335153,7.977196467,5.499630928,4.096824561,7.887846696,7.150864736,8.044711068,7.093340334,5.544395237,3.309955209,4.01507713,3.374254675,9.404729162,4.540175549,1.167136469,9.595887005,2.860719812,7.949372543,9.471331578,5.634526164,1.654155199,7.86717458,5.403977485,8.264617932,3.555256597,5.774167,96.59612178
194,NextGen Group Ltd.,6.697913115,3.181687592,6.58823966,2.317365929,6.043965679,5.176856435,3.940682878,3.1098304,7.572242706,5.684894536,9.364631355,6.343161579,9.437330552,8.228909109,2.587707194,6.33686273,2.865542703,1.108629418,8.288096758,8.618956982,8.997784024,2.737134869,6.594666202,9.352078676,6.299150763,8.325855771,6.119368586,2.5171223,8.320089961,6.917446533,3.186978336,1.748743092,81.39687466
195,Modern Services LLP,4.051268119,2.033531423,1.411678304,4.307809801,1.998905223,9.671493168,4.189824539,4.10575371,6.572554618,4.965983951,2.843221682,7.793447125,7.227346269,6.056892606,8.314596139,9.423947611,4.400171415,5.670436278,8.534972287,4.842147886,3.042106905,8.944678686,2.154069526,3.3501443,3.800731999,7.499400214,6.028132995,6.683262104,1.888776718,2.734691565,3.236943797,3.567372957,99.70309917
196,Pioneer Industries Pvt. Ltd.,4.142886172,6.495580382,8.843831255,1.613550784,5.023499894,5.671290521,5.550707381,1.27093485,2.679759458,8.919231641,8.181982317,3.785163188,2.402663829,7.66794886,5.875842879,7.103102514,3.850159204,6.451835404,1.839586462,5.968163551,9.363525865,8.285258887,3.386627876,4.013712559,5.047118658,6.53566006,8.649781904,1.770977746,1.626326627,3.722535643,4.408357218,5.683349948,76.86782024
197,Dynamic Ventures AG,7.53360111,3.597674979,9.761400723,1.232307163,5.143224441,7.097880407,9.470087313,9.653430921,1.231206804,5.549687126,7.646914481,5.031744907,3.190983551,6.95674281,2.179718755,4.729868312,7.095735634,9.665834446,7.64900226,3.078474981,7.456910058,9.710739317,8.51720993,5.178397783,8.2511631,2.357135342,9.963919459,9.521806577,2.382683684,2.185937997,8.362988063,8.67115105,85.5055446
198,Dynamic Systems LLC,9.07399234,6.231143993,9.719900698,2.216496602,8.781072486,3.806774721,8.886874898,7.01081116,3.560872471,5.569820544,1.574151006,4.649245087,8.579743578,4.199768174,7.895413914,7.20580788,3.606244342,6.305237228,9.639250207,7.691522822,7.863881409,5.301015949,3.943823554,9.34457354,2.454544547,8.523541998,5.573415759,3.625514985,7.879601003,4.4467031,9.21572821,7.367846407,52.81047789
199,Tech Holdings Inc.,8.983777818,2.389264437,7.746866486,9.668036004,5.919833982,7.965922403,1.923111663,9.39884579,4.987303357,2.245344352,4.485008271,9.856805176,2.883754683,8.279726851,9.391995805,4.095816727,6.194797718,5.240553034,7.106926073,5.787894864,2.813153462,7.546575645,5.392541406,9.112481711,3.635520602,9.423150268,4.106836279,3.038182225,7.515958457,2.83283777,2.819935787,6.596948453,81.58680884
200,Supreme Systems Inc.,8.018879913,5.330260917,2.170776161,5.945765823,4.423604941,7.956293337,4.534576689,3.389467667,6.5539535,9.844655868,3.544889114,3.630240611,1.652700853,3.652312329,9.525762093,3.495325747,1.593029485,6.160614633,6.135052642,8.281310952,3.107749831,4.336395913,9.470263016,1.808904521,7.115572205,2.232686114,2.673115404,2.162227637,6.08515992,6.795981583,5.886549442,5.464296009,88.23248058
201,Elite Enterprises Corp.,6.778284815,5.793304893,7.824368763,9.69239945,9.791202957,5.691664429,5.980340708,6.503172501,8.649633975,3.249756018,3.740413819,3.653355145,7.329520486,6.14091626,4.321159592,9.970149501,2.72160241,9.351105669,9.5106671,8.02659457,5.691409784,2.659314142,3.0443418,2.187368432,3.839402858,5.394170165,1.043198423,9.51401974,5.214037637,9.950545938,6.732090749,3.688155854,88.92571474
202,Modern Systems AG,1.757259685,1.466411831,1.221282248,4.892480905,1.99648534,9.78412441,5.528192253,7.106499715,2.76621145,1.660276607,9.846521916,4.190933879,4.622737199,7.708579652,2.219651862,7.757112081,4.666647445,8.45540331,4.986434096,2.935042914,2.548898674,4.987683396,4.506634156,5.459582596,8.132515137,3.329998678,5.582023232,7.407133682,8.994932332,1.108082468,5.696447269,2.073204202,88.50558261
203,Tech Systems LLP,2.454658427,4.029438504,1.199111964,3.806345198,4.802935855,2.129951933,2.744767611,3.857947302,2.129948109,6.968316241,6.784996721,6.081346732,9.280360473,4.410603188,5.66559664,6.802479796,9.432543285,3.9068086,6.393642097,7.440719955,3.748885234,2.491741138,6.45811998,1.959573455,2.174081385,7.790709767,5.999668,7.674947998,7.900280415,5.86827832,4.906687548,4.681684311,61.31413136
204,Tech Solutions Corp.,9.086987697,2.209732092,3.912491972,5.555276766,1.378222077,1.152528984,8.729350941,8.632983115,9.671319527,6.358297331,7.45908542,3.270904698,6.85229564,3.724908469,2.013483064,4.197606789,4.395267871,3.135289273,5.287044641,8.200489672,3.893162302,9.838401605,7.798050366,4.11022786,7.864175534,7.494666724,8.424446318,5.494641052,8.307480262,6.162999378,2.727779553,1.256666445,98.76992388
205,Global Group LLP,6.457861537,1.570374734,5.397788714,4.955605198,7.659137087,7.931423906,7.092467047,9.524453166,1.972401034,4.736310886,9.789558736,9.237609463,1.8137708,5.134114092,9.405886767,1.442447462,6.976667091,3.363702511,9.395615992,4.114965167,2.436669399,1.86621842,9.11488048,2.335468404,1.615165434,2.267966085,5.541192711,5.272550067,8.319360712,9.227879107,5.393974233,2.899503003,99.75910603
206,Prime Solutions Co.,1.082773465,9.909642092,7.93366676,1.950982158,9.26268897,8.264399836,8.541175374,8.963696059,5.306419631,4.799730105,4.394816042,3.391170084,9.530709105,8.361671449,2.652216646,1.279511884,3.295785002,5.539789357,1.684762541,2.553482016,2.846645501,6.302905511,9.239256888,6.724363196,1.113333514,8.893245441,9.248215138,1.990191187,6.784454393,5.554048013,4.610933449,4.892350383,53.77979376
207,Prime Works Inc. Ltd.,1.913243886,3.901184605,7.149658389,6.767436832,3.520335966,2.081865062,8.728878514,7.651602783,6.270073559,8.065575289,8.216561516,9.062341584,3.327015373,9.369295868,3.27489274,5.987631299,2.143302184,7.696445061,5.510077307,1.0236894,8.096966578,6.638174697,7.989760669,9.545458886,9.084011669,2.628757576,6.652751289,6.03856986,5.122131619,5.893312777,8.160070263,4.767446671,96.82232114
208,Supreme Holdings LLP,6.971515922,8.288870013,5.013124357,2.944343643,8.725075091,3.390245497,7.735202683,3.497182118,5.872369788,2.761413761,4.91077867,1.931275573,4.034912414,5.905750716,4.659728742,7.858294489,1.526829401,5.528972865,7.182571972,5.058132878,2.504762691,5.842715886,3.054977529,9.970603933,6.232052952,8.175331231,8.563026144,3.222248456,8.782099773,5.244875212,7.872439232,1.398658879,64.47245972
209,NextGen Systems Ltd.,1.045554255,3.291765893,3.462639997,6.576291594,3.629964074,1.15797127,4.952895411,3.534544379,1.774289413,8.382279871,8.825803046,6.909064322,4.620343723,6.953195848,4.448480217,5.836412714,3.748721487,1.610167562,8.127158846,4.171894584,1.256116527,6.959672971,1.22328397,4.377170192,4.166442074,5.112823237,2.334715613,9.794307995,9.334066758,3.420138741,2.205988131,6.301541382,84.46420409
210,Innovative Works LLP,2.447272463,7.1335245,9.974120501,6.851809832,9.196931455,3.639777497,6.494920795,9.670242884,1.513242226,6.838724025,2.625917872,9.162869666,1.461018668,9.1294626,8.151966032,8.567065647,2.418949241,7.512226304,6.247167827,5.994188504,6.664194484,2.045626975,4.453965373,6.391113734,3.093351733,3.954450642,8.698025173,8.16922846,1.214254389,1.504262199,1.796671473,5.947158303,66.90554604
211,Innovative Holdings AG,5.938604104,7.842050739,4.83563172,2.368223678,7.785657132,7.958276865,2.443288655,1.092560463,1.949350847,4.770727964,9.529175594,2.518744946,5.4686388,1.886921663,5.106851385,1.300838798,2.566094032,8.253731158,9.180259697,2.692369833,9.783848075,5.995166718,2.273939659,8.706408882,6.551972049,2.424153364,7.07629469,4.716928542,1.463993859,4.67791914,9.173385489,1.702938736,98.38771617
212,Innovative Solutions PLC,7.227056779,6.360748665,5.062483219,1.552146644,8.244160992,5.661644749,7.062808757,7.444449759,6.270289155,5.122257549,2.968945376,9.714942641,2.10986642,3.088707201,2.53691434,4.300768688,7.846833775,3.605480786,9.477923022,8.736989929,3.980924332,3.58491314,7.393488827,2.057158655,5.581019652,2.508528305,2.532097292,2.362071328,9.628689672,1.473323241,5.819575501,9.488467472,55.07519292
213,Dynamic Works Inc. Ltd.,6.867651336,5.244185697,2.472614391,8.026854275,1.162059,4.132860339,2.613279302,7.356215463,5.899103989,3.309824865,3.935984563,5.075950244,4.60873294,7.380100056,3.404889059,3.133633521,1.142542639,6.977131654,1.578873009,3.319796941,2.067901329,9.46158457,6.950175281,7.206079699,9.92437998,6.957014992,2.707872023,8.06798522,3.494445525,5.954432225,8.720208436,1.894445011,74.88734085
214,Innovative Systems Co.,3.018423785,4.706568227,8.153285939,5.138203814,9.665293214,4.345653654,7.245546315,6.604205869,3.103667128,7.769028994,7.805730107,9.511435976,4.156388092,8.413700157,5.582020467,5.025456713,6.020291132,4.839327109,4.621334856,3.037866446,6.133485928,7.858644881,1.395744775,4.679592956,9.84894388,5.953873492,9.338505571,2.098483904,8.860324957,3.765642789,1.523360085,8.693507361,71.4023896
215,Prime Industries Pvt. Ltd.,7.409612992,4.139814399,7.243140032,1.52347416,7.540038929,1.012182631,3.066383447,9.910979615,6.739967277,5.615872681,4.543796274,7.091380393,7.955560751,8.713261255,2.327085257,1.651387539,4.415152425,9.002074202,1.211131195,5.326426508,9.1571879,9.752630339,8.529344012,2.855315443,6.715221095,2.098768795,1.289938244,2.704003781,4.499156071,5.802421614,5.738640549,1.002787587,66.30117261
